Country,GDP per capita
"['14', 'Luxembourg', '7.090', '1.609', '1.479', '1.012', '0.526', '0.194', '0.316']","['14', 'Luxembourg', '7.090', '1.609', '1.479', '1.012', '0.526', '0.194', '0.316']"
